month,policeprecinct,requesttype,n
2023-03,OLYMPIC,Bulky Items,1758
2023-03,OLYMPIC,Dead Animal Removal,64
2023-03,OLYMPIC,Electronic Waste,109
2023-03,OLYMPIC,Graffiti Removal,1306
2023-03,OLYMPIC,Homeless Encampment,336
2023-03,OLYMPIC,Illegal Dumping Pickup,297
2023-03,OLYMPIC,Metal/Household Appliances,245
2023-03,OLYMPIC,Multiple Streetlight Issue,25
2023-03,OLYMPIC,Single Streetlight Issue,36
2023-03,PACIFIC,Bulky Items,2360
2023-03,PACIFIC,Dead Animal Removal,83
2023-03,PACIFIC,Electronic Waste,155
2023-03,PACIFIC,Graffiti Removal,633
2023-03,PACIFIC,Homeless Encampment,282
2023-03,PACIFIC,Illegal Dumping Pickup,168
2023-03,PACIFIC,Metal/Household Appliances,488
2023-03,PACIFIC,Multiple Streetlight Issue,28
2023-03,PACIFIC,Single Streetlight Issue,52
2023-03,RAMPART,Bulky Items,1383
2023-03,RAMPART,Dead Animal Removal,44
2023-03,RAMPART,Electronic Waste,70
2023-03,RAMPART,Graffiti Removal,3124
2023-03,RAMPART,Homeless Encampment,408
2023-03,RAMPART,Illegal Dumping Pickup,309
2023-03,RAMPART,Metal/Household Appliances,217
2023-03,RAMPART,Multiple Streetlight Issue,45
2023-03,RAMPART,Single Streetlight Issue,68
2023-03,SOUTHEAST,Bulky Items,1787
2023-03,SOUTHEAST,Dead Animal Removal,102
2023-03,SOUTHEAST,Electronic Waste,98
2023-03,SOUTHEAST,Graffiti Removal,931
2023-03,SOUTHEAST,Homeless Encampment,136
2023-03,SOUTHEAST,Illegal Dumping Pickup,505
2023-03,SOUTHEAST,Metal/Household Appliances,278
2023-03,SOUTHEAST,Multiple Streetlight Issue,39
2023-03,SOUTHEAST,Single Streetlight Issue,60
2023-03,SOUTHWEST,Bulky Items,2402
2023-03,SOUTHWEST,Dead Animal Removal,105
2023-03,SOUTHWEST,Electronic Waste,154
2023-03,SOUTHWEST,Graffiti Removal,576
2023-03,SOUTHWEST,Homeless Encampment,142
2023-03,SOUTHWEST,Illegal Dumping Pickup,535
2023-03,SOUTHWEST,Metal/Household Appliances,375
2023-03,SOUTHWEST,Multiple Streetlight Issue,55
2023-03,SOUTHWEST,Single Streetlight Issue,73
2023-03,TOPANGA,Bulky Items,2606
2023-03,TOPANGA,Dead Animal Removal,96
2023-03,TOPANGA,Electronic Waste,146
2023-03,TOPANGA,Graffiti Removal,497
2023-03,TOPANGA,Homeless Encampment,258
2023-03,TOPANGA,Illegal Dumping Pickup,240
2023-03,TOPANGA,Metal/Household Appliances,512
2023-03,TOPANGA,Multiple Streetlight Issue,27
2023-03,TOPANGA,Single Streetlight Issue,57
2023-03,VAN NUYS,Bulky Items,2357
2023-03,VAN NUYS,Dead Animal Removal,84
2023-03,VAN NUYS,Electronic Waste,135
2023-03,VAN NUYS,Graffiti Removal,845
2023-03,VAN NUYS,Homeless Encampment,183
2023-03,VAN NUYS,Illegal Dumping Pickup,312
2023-03,VAN NUYS,Metal/Household Appliances,334
2023-03,VAN NUYS,Multiple Streetlight Issue,38
2023-03,VAN NUYS,Single Streetlight Issue,44
2023-03,WEST LOS ANGELES,Bulky Items,2116
2023-03,WEST LOS ANGELES,Dead Animal Removal,75
2023-03,WEST LOS ANGELES,Electronic Waste,160
2023-03,WEST LOS ANGELES,Graffiti Removal,410
2023-03,WEST LOS ANGELES,Homeless Encampment,230
2023-03,WEST LOS ANGELES,Illegal Dumping Pickup,157
2023-03,WEST LOS ANGELES,Metal/Household Appliances,423
2023-03,WEST LOS ANGELES,Multiple Streetlight Issue,43
2023-03,WEST LOS ANGELES,Single Streetlight Issue,85
2023-03,WEST VALLEY,Bulky Items,2544
2023-03,WEST VALLEY,Dead Animal Removal,101
2023-03,WEST VALLEY,Electronic Waste,156
2023-03,WEST VALLEY,Graffiti Removal,923
2023-03,WEST VALLEY,Homeless Encampment,209
2023-03,WEST VALLEY,Illegal Dumping Pickup,300
2023-03,WEST VALLEY,Metal/Household Appliances,447
2023-03,WEST VALLEY,Multiple Streetlight Issue,34
2023-03,WEST VALLEY,Single Streetlight Issue,37
2023-03,WILSHIRE,Bulky Items,2135
2023-03,WILSHIRE,Dead Animal Removal,59
2023-03,WILSHIRE,Electronic Waste,138
2023-03,WILSHIRE,Graffiti Removal,670
2023-03,WILSHIRE,Homeless Encampment,264
2023-03,WILSHIRE,Illegal Dumping Pickup,312
2023-03,WILSHIRE,Metal/Household Appliances,383
2023-03,WILSHIRE,Multiple Streetlight Issue,53
2023-03,WILSHIRE,Single Streetlight Issue,81
2023-04,77TH STREET,Bulky Items,2778
2023-04,77TH STREET,Dead Animal Removal,158
2023-04,77TH STREET,Electronic Waste,201
2023-04,77TH STREET,Graffiti Removal,749
2023-04,77TH STREET,Homeless Encampment,206
2023-04,77TH STREET,Illegal Dumping Pickup,673
2023-04,77TH STREET,Metal/Household Appliances,453
2023-04,77TH STREET,Multiple Streetlight Issue,96
2023-04,77TH STREET,Single Streetlight Issue,64
2023-04,CENTRAL,Bulky Items,279
2023-04,CENTRAL,Dead Animal Removal,18
2023-04,CENTRAL,Electronic Waste,14
2023-04,CENTRAL,Graffiti Removal,1501
2023-04,CENTRAL,Homeless Encampment,125
2023-04,CENTRAL,Illegal Dumping Pickup,45
2023-04,CENTRAL,Metal/Household Appliances,46
2023-04,CENTRAL,Multiple Streetlight Issue,79
2023-04,CENTRAL,Single Streetlight Issue,54
2023-04,DEVONSHIRE,Bulky Items,3228
2023-04,DEVONSHIRE,Dead Animal Removal,185
2023-04,DEVONSHIRE,Electronic Waste,228
2023-04,DEVONSHIRE,Graffiti Removal,729
2023-04,DEVONSHIRE,Homeless Encampment,230
2023-04,DEVONSHIRE,Illegal Dumping Pickup,299
2023-04,DEVONSHIRE,Metal/Household Appliances,740
2023-04,DEVONSHIRE,Multiple Streetlight Issue,50
2023-04,DEVONSHIRE,Single Streetlight Issue,61
2023-04,FOOTHILL,Bulky Items,2802
2023-04,FOOTHILL,Dead Animal Removal,116
2023-04,FOOTHILL,Electronic Waste,207
2023-04,FOOTHILL,Graffiti Removal,486
2023-04,FOOTHILL,Homeless Encampment,219
2023-04,FOOTHILL,Illegal Dumping Pickup,406
2023-04,FOOTHILL,Metal/Household Appliances,482
2023-04,FOOTHILL,Multiple Streetlight Issue,52
2023-04,FOOTHILL,Single Streetlight Issue,39
2023-04,HARBOR,Bulky Items,2479
2023-04,HARBOR,Dead Animal Removal,125
2023-04,HARBOR,Electronic Waste,210
2023-04,HARBOR,Graffiti Removal,1686
2023-04,HARBOR,Homeless Encampment,93
2023-04,HARBOR,Illegal Dumping Pickup,327
2023-04,HARBOR,Metal/Household Appliances,607
2023-04,HARBOR,Multiple Streetlight Issue,15
2023-04,HARBOR,Single Streetlight Issue,26
2023-04,HOLLENBECK,Bulky Items,2187
2023-04,HOLLENBECK,Dead Animal Removal,86
2023-04,HOLLENBECK,Electronic Waste,159
2023-04,HOLLENBECK,Graffiti Removal,2963
2023-04,HOLLENBECK,Homeless Encampment,200
2023-04,HOLLENBECK,Illegal Dumping Pickup,285
2023-04,HOLLENBECK,Metal/Household Appliances,349
2023-04,HOLLENBECK,Multiple Streetlight Issue,35
2023-04,HOLLENBECK,Single Streetlight Issue,64
2023-04,HOLLYWOOD,Bulky Items,1596
2023-04,HOLLYWOOD,Dead Animal Removal,39
2023-04,HOLLYWOOD,Electronic Waste,95
2023-04,HOLLYWOOD,Graffiti Removal,1045
2023-04,HOLLYWOOD,Homeless Encampment,403
2023-04,HOLLYWOOD,Illegal Dumping Pickup,191
2023-04,HOLLYWOOD,Metal/Household Appliances,287
2023-04,HOLLYWOOD,Multiple Streetlight Issue,13
2023-04,HOLLYWOOD,Single Streetlight Issue,54
2023-04,MISSION,Bulky Items,3099
2023-04,MISSION,Dead Animal Removal,167
2023-04,MISSION,Electronic Waste,252
2023-04,MISSION,Graffiti Removal,1601
2023-04,MISSION,Homeless Encampment,162
2023-04,MISSION,Illegal Dumping Pickup,422
2023-04,MISSION,Metal/Household Appliances,514
2023-04,MISSION,Multiple Streetlight Issue,61
2023-04,MISSION,Single Streetlight Issue,42
2023-04,NEWTON,Bulky Items,1543
2023-04,NEWTON,Dead Animal Removal,115
2023-04,NEWTON,Electronic Waste,95
2023-04,NEWTON,Graffiti Removal,2567
2023-04,NEWTON,Homeless Encampment,355
2023-04,NEWTON,Illegal Dumping Pickup,501
2023-04,NEWTON,Metal/Household Appliances,258
2023-04,NEWTON,Multiple Streetlight Issue,79
2023-04,NEWTON,Single Streetlight Issue,68
2023-04,NORTH HOLLYWOOD,Bulky Items,3175
2023-04,NORTH HOLLYWOOD,Dead Animal Removal,115
2023-04,NORTH HOLLYWOOD,Electronic Waste,188
2023-04,NORTH HOLLYWOOD,Graffiti Removal,1497
2023-04,NORTH HOLLYWOOD,Homeless Encampment,421
2023-04,NORTH HOLLYWOOD,Illegal Dumping Pickup,380
2023-04,NORTH HOLLYWOOD,Metal/Household Appliances,518
2023-04,NORTH HOLLYWOOD,Multiple Streetlight Issue,87
2023-04,NORTH HOLLYWOOD,Single Streetlight Issue,56
2023-04,NORTHEAST,Bulky Items,3470
2023-04,NORTHEAST,Dead Animal Removal,177
2023-04,NORTHEAST,Electronic Waste,257
2023-04,NORTHEAST,Graffiti Removal,1368
2023-04,NORTHEAST,Homeless Encampment,294
2023-04,NORTHEAST,Illegal Dumping Pickup,297
2023-04,NORTHEAST,Metal/Household Appliances,679
2023-04,NORTHEAST,Multiple Streetlight Issue,18
2023-04,NORTHEAST,Single Streetlight Issue,58
2023-04,OLYMPIC,Bulky Items,1730
2023-04,OLYMPIC,Dead Animal Removal,61
2023-04,OLYMPIC,Electronic Waste,95
2023-04,OLYMPIC,Graffiti Removal,1196
2023-04,OLYMPIC,Homeless Encampment,392
2023-04,OLYMPIC,Illegal Dumping Pickup,298
2023-04,OLYMPIC,Metal/Household Appliances,253
2023-04,OLYMPIC,Multiple Streetlight Issue,27
2023-04,OLYMPIC,Single Streetlight Issue,32
2023-04,PACIFIC,Bulky Items,2701
2023-04,PACIFIC,Dead Animal Removal,132
2023-04,PACIFIC,Electronic Waste,136
2023-04,PACIFIC,Graffiti Removal,590
2023-04,PACIFIC,Homeless Encampment,404
2023-04,PACIFIC,Illegal Dumping Pickup,229
2023-04,PACIFIC,Metal/Household Appliances,553
2023-04,PACIFIC,Multiple Streetlight Issue,20
2023-04,PACIFIC,Single Streetlight Issue,26
2023-04,RAMPART,Bulky Items,1474
2023-04,RAMPART,Dead Animal Removal,51
2023-04,RAMPART,Electronic Waste,79
2023-04,RAMPART,Graffiti Removal,2833
2023-04,RAMPART,Homeless Encampment,343
2023-04,RAMPART,Illegal Dumping Pickup,328
2023-04,RAMPART,Metal/Household Appliances,203
2023-04,RAMPART,Multiple Streetlight Issue,79
2023-04,RAMPART,Single Streetlight Issue,82
2023-04,SOUTHEAST,Bulky Items,1873
2023-04,SOUTHEAST,Dead Animal Removal,94
2023-04,SOUTHEAST,Electronic Waste,136
2023-04,SOUTHEAST,Graffiti Removal,890
2023-04,SOUTHEAST,Homeless Encampment,142
2023-04,SOUTHEAST,Illegal Dumping Pickup,612
2023-04,SOUTHEAST,Metal/Household Appliances,279
2023-04,SOUTHEAST,Multiple Streetlight Issue,50
2023-04,SOUTHEAST,Single Streetlight Issue,79
2023-04,SOUTHWEST,Bulky Items,2368
2023-04,SOUTHWEST,Dead Animal Removal,133
2023-04,SOUTHWEST,Electronic Waste,182
2023-04,SOUTHWEST,Graffiti Removal,579
2023-04,SOUTHWEST,Homeless Encampment,161
2023-04,SOUTHWEST,Illegal Dumping Pickup,468
2023-04,SOUTHWEST,Metal/Household Appliances,395
2023-04,SOUTHWEST,Multiple Streetlight Issue,57
2023-04,SOUTHWEST,Single Streetlight Issue,46
2023-04,TOPANGA,Bulky Items,2821
2023-04,TOPANGA,Dead Animal Removal,130
2023-04,TOPANGA,Electronic Waste,208
2023-04,TOPANGA,Graffiti Removal,423
2023-04,TOPANGA,Homeless Encampment,187
2023-04,TOPANGA,Illegal Dumping Pickup,272
2023-04,TOPANGA,Metal/Household Appliances,601
2023-04,TOPANGA,Multiple Streetlight Issue,21
2023-04,TOPANGA,Single Streetlight Issue,36
2023-04,VAN NUYS,Bulky Items,2420
2023-04,VAN NUYS,Dead Animal Removal,114
2023-04,VAN NUYS,Electronic Waste,149
2023-04,VAN NUYS,Graffiti Removal,742
2023-04,VAN NUYS,Homeless Encampment,120
2023-04,VAN NUYS,Illegal Dumping Pickup,277
2023-04,VAN NUYS,Metal/Household Appliances,343
2023-04,VAN NUYS,Multiple Streetlight Issue,45
2023-04,VAN NUYS,Single Streetlight Issue,42
2023-04,WEST LOS ANGELES,Bulky Items,2265
2023-04,WEST LOS ANGELES,Dead Animal Removal,73
2023-04,WEST LOS ANGELES,Electronic Waste,178
2023-04,WEST LOS ANGELES,Graffiti Removal,428
2023-04,WEST LOS ANGELES,Homeless Encampment,328
2023-04,WEST LOS ANGELES,Illegal Dumping Pickup,168
2023-04,WEST LOS ANGELES,Metal/Household Appliances,447
2023-04,WEST LOS ANGELES,Multiple Streetlight Issue,26
2023-04,WEST LOS ANGELES,Single Streetlight Issue,61
2023-04,WEST VALLEY,Bulky Items,2808
2023-04,WEST VALLEY,Dead Animal Removal,170
2023-04,WEST VALLEY,Electronic Waste,178
2023-04,WEST VALLEY,Graffiti Removal,842
2023-04,WEST VALLEY,Homeless Encampment,215
2023-04,WEST VALLEY,Illegal Dumping Pickup,341
2023-04,WEST VALLEY,Metal/Household Appliances,543
2023-04,WEST VALLEY,Multiple Streetlight Issue,14
2023-04,WEST VALLEY,Single Streetlight Issue,24
2023-04,WILSHIRE,Bulky Items,2175
2023-04,WILSHIRE,Dead Animal Removal,98
2023-04,WILSHIRE,Electronic Waste,167
2023-04,WILSHIRE,Graffiti Removal,637
2023-04,WILSHIRE,Homeless Encampment,316
2023-04,WILSHIRE,Illegal Dumping Pickup,256
2023-04,WILSHIRE,Metal/Household Appliances,394
2023-04,WILSHIRE,Multiple Streetlight Issue,103
2023-04,WILSHIRE,Single Streetlight Issue,70
2023-05,77TH STREET,Bulky Items,3052
2023-05,77TH STREET,Dead Animal Removal,157
2023-05,77TH STREET,Electronic Waste,199
2023-05,77TH STREET,Graffiti Removal,746
2023-05,77TH STREET,Homeless Encampment,260
2023-05,77TH STREET,Illegal Dumping Pickup,803
2023-05,77TH STREET,Metal/Household Appliances,538
2023-05,77TH STREET,Multiple Streetlight Issue,70
2023-05,77TH STREET,Single Streetlight Issue,61
2023-05,CENTRAL,Bulky Items,291
2023-05,CENTRAL,Dead Animal Removal,18
2023-05,CENTRAL,Electronic Waste,16
2023-05,CENTRAL,Graffiti Removal,1538
2023-05,CENTRAL,Homeless Encampment,169
2023-05,CENTRAL,Illegal Dumping Pickup,124
2023-05,CENTRAL,Metal/Household Appliances,52
2023-05,CENTRAL,Multiple Streetlight Issue,34
2023-05,CENTRAL,Single Streetlight Issue,62
2023-05,DEVONSHIRE,Bulky Items,3581
2023-05,DEVONSHIRE,Dead Animal Removal,235
2023-05,DEVONSHIRE,Electronic Waste,273
2023-05,DEVONSHIRE,Graffiti Removal,744
2023-05,DEVONSHIRE,Homeless Encampment,310
2023-05,DEVONSHIRE,Illegal Dumping Pickup,338
2023-05,DEVONSHIRE,Metal/Household Appliances,880
2023-05,DEVONSHIRE,Multiple Streetlight Issue,32
2023-05,DEVONSHIRE,Single Streetlight Issue,64
2023-05,FOOTHILL,Bulky Items,2898
2023-05,FOOTHILL,Dead Animal Removal,145
2023-05,FOOTHILL,Electronic Waste,185
2023-05,FOOTHILL,Graffiti Removal,401
2023-05,FOOTHILL,Homeless Encampment,207
2023-05,FOOTHILL,Illegal Dumping Pickup,457
2023-05,FOOTHILL,Metal/Household Appliances,469
2023-05,FOOTHILL,Multiple Streetlight Issue,30
2023-05,FOOTHILL,Single Streetlight Issue,52
2023-05,HARBOR,Bulky Items,2655
2023-05,HARBOR,Dead Animal Removal,103
2023-05,HARBOR,Electronic Waste,186
2023-05,HARBOR,Graffiti Removal,1667
2023-05,HARBOR,Homeless Encampment,112
2023-05,HARBOR,Illegal Dumping Pickup,374
2023-05,HARBOR,Metal/Household Appliances,692
2023-05,HARBOR,Multiple Streetlight Issue,14
2023-05,HARBOR,Single Streetlight Issue,15
2023-05,HOLLENBECK,Bulky Items,2062
2023-05,HOLLENBECK,Dead Animal Removal,109
2023-05,HOLLENBECK,Electronic Waste,128
2023-05,HOLLENBECK,Graffiti Removal,2592
2023-05,HOLLENBECK,Homeless Encampment,189
2023-05,HOLLENBECK,Illegal Dumping Pickup,330
2023-05,HOLLENBECK,Metal/Household Appliances,366
2023-05,HOLLENBECK,Multiple Streetlight Issue,46
2023-05,HOLLENBECK,Single Streetlight Issue,58
2023-05,HOLLYWOOD,Bulky Items,1801
2023-05,HOLLYWOOD,Dead Animal Removal,55
2023-05,HOLLYWOOD,Electronic Waste,98
2023-05,HOLLYWOOD,Graffiti Removal,1226
2023-05,HOLLYWOOD,Homeless Encampment,428
2023-05,HOLLYWOOD,Illegal Dumping Pickup,252
2023-05,HOLLYWOOD,Metal/Household Appliances,338
2023-05,HOLLYWOOD,Multiple Streetlight Issue,19
2023-05,HOLLYWOOD,Single Streetlight Issue,90
2023-05,MISSION,Bulky Items,3337
2023-05,MISSION,Dead Animal Removal,221
2023-05,MISSION,Electronic Waste,241
2023-05,MISSION,Graffiti Removal,1233
2023-05,MISSION,Homeless Encampment,183
2023-05,MISSION,Illegal Dumping Pickup,383
2023-05,MISSION,Metal/Household Appliances,543
2023-05,MISSION,Multiple Streetlight Issue,49
2023-05,MISSION,Single Streetlight Issue,39
2023-05,NEWTON,Bulky Items,1651
2023-05,NEWTON,Dead Animal Removal,101
2023-05,NEWTON,Electronic Waste,90
2023-05,NEWTON,Graffiti Removal,3585
2023-05,NEWTON,Homeless Encampment,365
2023-05,NEWTON,Illegal Dumping Pickup,598
2023-05,NEWTON,Metal/Household Appliances,252
2023-05,NEWTON,Multiple Streetlight Issue,76
2023-05,NEWTON,Single Streetlight Issue,53
2023-05,NORTH HOLLYWOOD,Bulky Items,3344
2023-05,NORTH HOLLYWOOD,Dead Animal Removal,100
2023-05,NORTH HOLLYWOOD,Electronic Waste,195
2023-05,NORTH HOLLYWOOD,Graffiti Removal,1603
2023-05,NORTH HOLLYWOOD,Homeless Encampment,439
2023-05,NORTH HOLLYWOOD,Illegal Dumping Pickup,441
2023-05,NORTH HOLLYWOOD,Metal/Household Appliances,565
2023-05,NORTH HOLLYWOOD,Multiple Streetlight Issue,120
2023-05,NORTH HOLLYWOOD,Single Streetlight Issue,100
2023-05,NORTHEAST,Bulky Items,3861
2023-05,NORTHEAST,Dead Animal Removal,176
2023-05,NORTHEAST,Electronic Waste,237
2023-05,NORTHEAST,Graffiti Removal,1287
2023-05,NORTHEAST,Homeless Encampment,279
2023-05,NORTHEAST,Illegal Dumping Pickup,359
2023-05,NORTHEAST,Metal/Household Appliances,792
2023-05,NORTHEAST,Multiple Streetlight Issue,24
2023-05,NORTHEAST,Single Streetlight Issue,25
2023-05,OLYMPIC,Bulky Items,1856
2023-05,OLYMPIC,Dead Animal Removal,89
2023-05,OLYMPIC,Electronic Waste,112
2023-05,OLYMPIC,Graffiti Removal,1293
2023-05,OLYMPIC,Homeless Encampment,357
2023-05,OLYMPIC,Illegal Dumping Pickup,316
2023-05,OLYMPIC,Metal/Household Appliances,254
2023-05,OLYMPIC,Multiple Streetlight Issue,31
2023-05,OLYMPIC,Single Streetlight Issue,37
2023-05,PACIFIC,Bulky Items,2717
2023-05,PACIFIC,Dead Animal Removal,138
2023-05,PACIFIC,Electronic Waste,158
2023-05,PACIFIC,Graffiti Removal,932
2023-05,PACIFIC,Homeless Encampment,434
2023-05,PACIFIC,Illegal Dumping Pickup,223
2023-05,PACIFIC,Metal/Household Appliances,596
2023-05,PACIFIC,Multiple Streetlight Issue,17
2023-05,PACIFIC,Single Streetlight Issue,28
2023-05,RAMPART,Bulky Items,1707
2023-05,RAMPART,Dead Animal Removal,64
2023-05,RAMPART,Electronic Waste,87
2023-05,RAMPART,Graffiti Removal,3303
2023-05,RAMPART,Homeless Encampment,460
2023-05,RAMPART,Illegal Dumping Pickup,369
2023-05,RAMPART,Metal/Household Appliances,279
2023-05,RAMPART,Multiple Streetlight Issue,65
2023-05,RAMPART,Single Streetlight Issue,53
2023-05,SOUTHEAST,Bulky Items,1926
2023-05,SOUTHEAST,Dead Animal Removal,165
2023-05,SOUTHEAST,Electronic Waste,112
2023-05,SOUTHEAST,Graffiti Removal,1021
2023-05,SOUTHEAST,Homeless Encampment,182
2023-05,SOUTHEAST,Illegal Dumping Pickup,661
2023-05,SOUTHEAST,Metal/Household Appliances,322
2023-05,SOUTHEAST,Multiple Streetlight Issue,53
2023-05,SOUTHEAST,Single Streetlight Issue,54
2023-05,SOUTHWEST,Bulky Items,2388
2023-05,SOUTHWEST,Dead Animal Removal,107
2023-05,SOUTHWEST,Electronic Waste,183
2023-05,SOUTHWEST,Graffiti Removal,873
2023-05,SOUTHWEST,Homeless Encampment,218
2023-05,SOUTHWEST,Illegal Dumping Pickup,636
2023-05,SOUTHWEST,Metal/Household Appliances,457
2023-05,SOUTHWEST,Multiple Streetlight Issue,28
2023-05,SOUTHWEST,Single Streetlight Issue,27
2023-05,TOPANGA,Bulky Items,3055
2023-05,TOPANGA,Dead Animal Removal,169
2023-05,TOPANGA,Electronic Waste,207
2023-05,TOPANGA,Graffiti Removal,480
2023-05,TOPANGA,Homeless Encampment,179
2023-05,TOPANGA,Illegal Dumping Pickup,313
2023-05,TOPANGA,Metal/Household Appliances,693
2023-05,TOPANGA,Multiple Streetlight Issue,17
2023-05,TOPANGA,Single Streetlight Issue,36
2023-05,VAN NUYS,Bulky Items,2769
2023-05,VAN NUYS,Dead Animal Removal,133
2023-05,VAN NUYS,Electronic Waste,138
2023-05,VAN NUYS,Graffiti Removal,861
2023-05,VAN NUYS,Homeless Encampment,180
2023-05,VAN NUYS,Illegal Dumping Pickup,372
2023-05,VAN NUYS,Metal/Household Appliances,441
2023-05,VAN NUYS,Multiple Streetlight Issue,52
2023-05,VAN NUYS,Single Streetlight Issue,58
2023-05,WEST LOS ANGELES,Bulky Items,2639
2023-05,WEST LOS ANGELES,Dead Animal Removal,125
2023-05,WEST LOS ANGELES,Electronic Waste,171
2023-05,WEST LOS ANGELES,Graffiti Removal,665
2023-05,WEST LOS ANGELES,Homeless Encampment,442
2023-05,WEST LOS ANGELES,Illegal Dumping Pickup,250
2023-05,WEST LOS ANGELES,Metal/Household Appliances,568
2023-05,WEST LOS ANGELES,Multiple Streetlight Issue,18
2023-05,WEST LOS ANGELES,Single Streetlight Issue,53
2023-05,WEST VALLEY,Bulky Items,3034
2023-05,WEST VALLEY,Dead Animal Removal,182
2023-05,WEST VALLEY,Electronic Waste,170
2023-05,WEST VALLEY,Graffiti Removal,1047
2023-05,WEST VALLEY,Homeless Encampment,207
2023-05,WEST VALLEY,Illegal Dumping Pickup,412
2023-05,WEST VALLEY,Metal/Household Appliances,586
2023-05,WEST VALLEY,Multiple Streetlight Issue,19
2023-05,WEST VALLEY,Single Streetlight Issue,18
2023-05,WILSHIRE,Bulky Items,2321
2023-05,WILSHIRE,Dead Animal Removal,114
2023-05,WILSHIRE,Electronic Waste,154
2023-05,WILSHIRE,Graffiti Removal,1074
2023-05,WILSHIRE,Homeless Encampment,434
2023-05,WILSHIRE,Illegal Dumping Pickup,351
2023-05,WILSHIRE,Metal/Household Appliances,479
2023-05,WILSHIRE,Multiple Streetlight Issue,40
2023-05,WILSHIRE,Single Streetlight Issue,67
2023-06,77TH STREET,Bulky Items,2775
2023-06,77TH STREET,Dead Animal Removal,193
2023-06,77TH STREET,Electronic Waste,185
2023-06,77TH STREET,Graffiti Removal,884
2023-06,77TH STREET,Homeless Encampment,264
2023-06,77TH STREET,Illegal Dumping Pickup,743
2023-06,77TH STREET,Metal/Household Appliances,474
2023-06,77TH STREET,Multiple Streetlight Issue,65
2023-06,77TH STREET,Single Streetlight Issue,35
2023-06,CENTRAL,Bulky Items,312
2023-06,CENTRAL,Dead Animal Removal,20
2023-06,CENTRAL,Electronic Waste,12
2023-06,CENTRAL,Graffiti Removal,1989
2023-06,CENTRAL,Homeless Encampment,270
2023-06,CENTRAL,Illegal Dumping Pickup,66
2023-06,CENTRAL,Metal/Household Appliances,58
2023-06,CENTRAL,Multiple Streetlight Issue,114
2023-06,CENTRAL,Single Streetlight Issue,91
2023-06,DEVONSHIRE,Bulky Items,3823
2023-06,DEVONSHIRE,Dead Animal Removal,240
2023-06,DEVONSHIRE,Electronic Waste,260
2023-06,DEVONSHIRE,Graffiti Removal,794
2023-06,DEVONSHIRE,Homeless Encampment,321
2023-06,DEVONSHIRE,Illegal Dumping Pickup,337
2023-06,DEVONSHIRE,Metal/Household Appliances,875
2023-06,DEVONSHIRE,Multiple Streetlight Issue,36
2023-06,DEVONSHIRE,Single Streetlight Issue,46
2023-06,FOOTHILL,Bulky Items,2902
2023-06,FOOTHILL,Dead Animal Removal,128
2023-06,FOOTHILL,Electronic Waste,220
2023-06,FOOTHILL,Graffiti Removal,413
2023-06,FOOTHILL,Homeless Encampment,265
2023-06,FOOTHILL,Illegal Dumping Pickup,482
2023-06,FOOTHILL,Metal/Household Appliances,493
2023-06,FOOTHILL,Multiple Streetlight Issue,39
2023-06,FOOTHILL,Single Streetlight Issue,36
2023-06,HARBOR,Bulky Items,2415
2023-06,HARBOR,Dead Animal Removal,132
2023-06,HARBOR,Electronic Waste,176
2023-06,HARBOR,Graffiti Removal,1822
